1;Virtual FM Erechim;https://stream.virtual.fm.br:1048/virtual
2;Slay FM;http://relay3.slayradio.org:8000/
3;Radio Garda;http://server.webradio.bz:8000/gardafm1
4;Radio Italia;https://stream4.xdevel.com/audio0s976608-1379/stream/icecast.audio
